graph type,n,p,algorithm,time,alloc
B,350,256,mohripKShortest12,278632,313705539168
B,350,32,mohripKShortest12,56560,60842194808
B,350,4,mohripKShortest12,14311,15736595648
B,350,64,mohripKShortest12,119514,140673738816
B,350,8,mohripKShortest12,19854,23038937248
B,400,128,mohripKShortest12,241692,290904363688
B,400,16,mohripKShortest12,27558,32527341408
B,400,2,mohripKShortest12,19946,22551324176
B,400,256,mohripKShortest12,526812,613907195176
B,400,32,mohripKShortest12,75746,87830208656
B,400,4,mohripKShortest12,18692,20202862680
B,400,64,mohripKShortest12,88470,100117669592
B,400,8,mohripKShortest12,20475,23956748312
B,50,128,mohripKShortest12,2955,2986494544
B,50,16,mohripKShortest12,1296,1267039040
B,50,2,mohripKShortest12,372,371748040
B,50,256,mohripKShortest12,2844,2799589912
B,50,32,mohripKShortest12,1483,1500730888
B,50,4,mohripKShortest12,238,242958600
B,50,64,mohripKShortest12,2243,2243480256
B,50,8,mohripKShortest12,647,648424216
C,100,128,mohripKShortest12,19654,20075796976
C,100,16,mohripKShortest12,3328,3393687984
C,100,2,mohripKShortest12,877,905709440
C,100,256,mohripKShortest12,12880,13254720248
C,100,32,mohripKShortest12,5041,5134713584
C,100,4,mohripKShortest12,866,875897776
C,100,64,mohripKShortest12,12493,13062149848
C,100,8,mohripKShortest12,1525,1489385128
C,150,128,mohripKShortest12,38086,39696208384
C,150,16,mohripKShortest12,6291,6376072768
C,150,2,mohripKShortest12,1651,1621630152
C,150,256,mohripKShortest12,35645,36242733752
C,150,32,mohripKShortest12,12786,12673454216
C,150,4,mohripKShortest12,3086,3103411000
C,150,64,mohripKShortest12,18600,19197153496
C,150,8,mohripKShortest12,1856,1928741768
C,200,128,mohripKShortest12,67863,72119378904
C,200,16,mohripKShortest12,7052,7341314848
C,200,2,mohripKShortest12,4110,3378654344
C,200,256,mohripKShortest12,91320,98136882912
C,200,32,mohripKShortest12,15992,15826582592
C,200,4,mohripKShortest12,3697,3643968640
C,200,64,mohripKShortest12,33689,34666043360
C,200,8,mohripKShortest12,8094,8247929760
C,250,128,mohripKShortest12,89530,98608910400
C,250,16,mohripKShortest12,9502,10259840632
C,250,2,mohripKShortest12,5928,6353893328
C,250,256,mohripKShortest12,109665,120916202808
C,250,32,mohripKShortest12,25188,27135660176
C,250,4,mohripKShortest12,4845,5417052120
C,250,64,mohripKShortest12,49579,54158825400
C,250,8,mohripKShortest12,9761,10544464976
C,300,128,mohripKShortest12,124501,140606035408
C,300,16,mohripKShortest12,16158,17668090448
C,300,2,mohripKShortest12,8220,9019862008
C,300,256,mohripKShortest12,180682,203877381320
C,300,32,mohripKShortest12,22871,24724446368
C,300,4,mohripKShortest12,10898,11800827888
C,300,64,mohripKShortest12,60382,64734152832
C,300,8,mohripKShortest12,12642,13019203416
C,350,128,mohripKShortest12,149950,152807384272
C,350,16,mohripKShortest12,27153,29104531744
C,350,2,mohripKShortest12,10748,12451924984
C,350,256,mohripKShortest12,299631,343060359384
C,350,32,mohripKShortest12,58452,65742277328
C,350,4,mohripKShortest12,11839,13528066608
C,350,64,mohripKShortest12,74269,84287171056
C,350,8,mohripKShortest12,14477,16458349128
C,400,128,mohripKShortest12,129006,150793381520
C,400,16,mohripKShortest12,27128,31420828944
C,400,2,mohripKShortest12,14854,17638350168
C,400,256,mohripKShortest12,234187,278640724944
C,400,32,mohripKShortest12,56756,65260609712
C,400,4,mohripKShortest12,16251,18897167664
C,400,64,mohripKShortest12,80121,92705078536
C,400,8,mohripKShortest12,18375,21487707144
C,50,128,mohripKShortest12,3387,3362051896
C,50,16,mohripKShortest12,744,733093568
C,50,2,mohripKShortest12,197,185930176
C,50,256,mohripKShortest12,3534,3462460104
C,50,32,mohripKShortest12,2551,2516454520
C,50,4,mohripKShortest12,615,581411872
C,50,64,mohripKShortest12,2037,2015926208
C,50,8,mohripKShortest12,1014,963171584
U,100,1,mohripKShortest12,683,702585416
U,150,1,mohripKShortest12,1616,1678522552
U,200,1,mohripKShortest12,2992,3238873608
U,250,1,mohripKShortest12,4935,5509638056
U,300,1,mohripKShortest12,7523,8616834920
U,350,1,mohripKShortest12,10946,12686410496
U,400,1,mohripKShortest12,15118,17844413888
U,50,1,mohripKShortest12,192,185076824
