graph type,n,p,algorithm,time,alloc
U,50,1,mohri,0.01,0.02116
U,100,1,mohri,0.076,0.16273
U,150,1,mohri,0.328,0.54204
U,200,1,mohri,0.848,1.27645
U,250,1,mohri,1.744,2.48330
U,300,1,mohri,2.98,4.27994
U,350,1,mohri,4.885,6.78371
U,400,1,mohri,7.24,10.11196
