graph type,n,p,algorithm,time,alloc
B,50,1,mohrip,0.018375,0.03312
B,100,1,mohrip,0.1235,0.23532
B,150,1,mohrip,0.631125,0.95675
B,200,1,mohrip,1.425375,2.11560
B,250,1,mohrip,2.65275,3.78900
B,300,1,mohrip,4.792125,6.61838
B,350,1,mohrip,8.122875,11.06679
B,400,1,mohrip,12.233625,16.92739
