graph type,n,p,algorithm,time,alloc
B,400,16,mohripKShortest16,39045,43963870032
B,400,2,mohripKShortest16,27995,30047514008
B,400,256,mohripKShortest16,831499,928593724536
B,400,32,mohripKShortest16,112933,126874989376
B,400,4,mohripKShortest16,24651,25626903720
B,400,64,mohripKShortest16,133202,147560948960
B,400,8,mohripKShortest16,28436,31897305424
B,50,128,mohripKShortest16,5830,5749675176
B,50,16,mohripKShortest16,2459,2463719672
B,50,2,mohripKShortest16,679,653872928
B,50,256,mohripKShortest16,5665,5499527720
B,50,32,mohripKShortest16,2667,2616653496
B,50,4,mohripKShortest16,401,398013488
B,50,64,mohripKShortest16,4389,4311190192
B,50,8,mohripKShortest16,1177,1150168392
C,100,128,mohripKShortest16,35728,35647181960
C,100,16,mohripKShortest16,5859,5720018264
C,100,2,mohripKShortest16,1514,1504427016
C,100,256,mohripKShortest16,23213,23514422576
C,100,32,mohripKShortest16,8453,8538620216
C,100,4,mohripKShortest16,1346,1351532672
C,100,64,mohripKShortest16,23501,23358336240
C,100,8,mohripKShortest16,2696,2582037720
C,150,128,mohripKShortest16,73826,74153611480
C,150,16,mohripKShortest16,10388,10368874848
C,150,2,mohripKShortest16,2422,2257150360
C,150,256,mohripKShortest16,62040,62887858120
C,150,32,mohripKShortest16,20982,20691965792
C,150,4,mohripKShortest16,5102,5054144264
C,150,64,mohripKShortest16,33347,33662233728
C,150,8,mohripKShortest16,2873,2891746000
C,200,128,mohripKShortest16,111845,115935833872
C,200,16,mohripKShortest16,11265,11591331536
C,200,2,mohripKShortest16,5289,4687413560
C,200,256,mohripKShortest16,162019,163632677256
C,200,32,mohripKShortest16,25918,24575692496
C,200,4,mohripKShortest16,5739,5188453496
C,200,64,mohripKShortest16,53617,54753142176
C,200,8,mohripKShortest16,13691,13455785896
C,250,128,mohripKShortest16,150279,158393154048
C,250,16,mohripKShortest16,14438,15034056184
C,250,2,mohripKShortest16,8401,8680241432
C,250,256,mohripKShortest16,195823,209032544152
C,250,32,mohripKShortest16,39425,40971240840
C,250,4,mohripKShortest16,6631,7071529488
C,250,64,mohripKShortest16,78141,81196363024
C,250,8,mohripKShortest16,14895,15376571936
C,300,128,mohripKShortest16,213984,232804354072
C,300,16,mohripKShortest16,25196,26326742200
C,300,2,mohripKShortest16,11405,11939405656
C,300,256,mohripKShortest16,299896,328042888184
C,300,32,mohripKShortest16,35664,36624611048
C,300,4,mohripKShortest16,15840,16475254512
C,300,64,mohripKShortest16,95609,99466394544
C,300,8,mohripKShortest16,18301,18051315168
C,350,128,mohripKShortest16,245091,225698666512
C,350,16,mohripKShortest16,42977,43816743504
C,350,2,mohripKShortest16,14325,15641764032
C,350,256,mohripKShortest16,485676,521549253376
C,350,32,mohripKShortest16,87857,94627571144
C,350,4,mohripKShortest16,16739,18149790432
C,350,64,mohripKShortest16,115373,126077922992
C,350,8,mohripKShortest16,20325,22028439856
C,400,128,mohripKShortest16,198671,222817408576
C,400,16,mohripKShortest16,38520,42449654232
C,400,2,mohripKShortest16,19114,21732051192
C,400,256,mohripKShortest16,359794,409640746240
C,400,32,mohripKShortest16,84079,92607603568
C,400,4,mohripKShortest16,21510,24031011512
C,400,64,mohripKShortest16,117200,129474956200
C,400,8,mohripKShortest16,25628,28609892304
C,50,128,mohripKShortest16,6688,6571430280
C,50,16,mohripKShortest16,1438,1394997320
C,50,2,mohripKShortest16,298,297732288
C,50,256,mohripKShortest16,6293,6150393560
C,50,32,mohripKShortest16,5146,5053205744
C,50,4,mohripKShortest16,1114,1074185352
C,50,64,mohripKShortest16,4006,3966330984
C,50,8,mohripKShortest16,1886,1832998480
U,100,1,mohripKShortest16,1080,1093719544
U,150,1,mohripKShortest16,2355,2448598424
U,200,1,mohripKShortest16,4295,4510132880
U,250,1,mohripKShortest16,6970,7404318240
U,300,1,mohripKShortest16,10289,11257182912
U,350,1,mohripKShortest16,14623,16194662024
U,400,1,mohripKShortest16,19960,22342812384
U,50,1,mohripKShortest16,321,319514832
