graph type,n,p,algorithm,time,alloc
B,50,256,mohriKShortest12,5494,5542630760
B,50,32,mohriKShortest12,3321,3170019144
B,50,4,mohriKShortest12,500,505172288
B,50,64,mohriKShortest12,3522,3605926344
B,50,8,mohriKShortest12,947,963266600
C,100,128,mohriKShortest12,23098,24160819040
C,100,16,mohriKShortest12,3545,3522551984
C,100,2,mohriKShortest12,836,854902752
C,100,256,mohriKShortest12,12917,13289097040
C,100,32,mohriKShortest12,4171,4323296568
C,100,4,mohriKShortest12,1120,1152775136
C,100,64,mohriKShortest12,14508,15342331400
C,100,8,mohriKShortest12,1787,1794426288
C,150,128,mohriKShortest12,55416,58773434976
C,150,16,mohriKShortest12,6959,7105921216
C,150,2,mohriKShortest12,2041,1958466528
C,150,256,mohriKShortest12,41224,41179148912
C,150,32,mohriKShortest12,16621,15675915464
C,150,4,mohriKShortest12,3161,3157234848
C,150,64,mohriKShortest12,21521,21467110960
C,150,8,mohriKShortest12,2790,2846134088
C,200,128,mohriKShortest12,71206,77123606152
C,200,16,mohriKShortest12,5343,5761618744
C,200,2,mohriKShortest12,4175,3961542672
C,200,256,mohriKShortest12,112231,122209231776
C,200,32,mohriKShortest12,15777,14934770904
C,200,4,mohriKShortest12,4303,3806434080
C,200,64,mohriKShortest12,46854,41743377472
C,200,8,mohriKShortest12,7505,7944765312
C,250,128,mohriKShortest12,89713,93666934528
C,250,16,mohriKShortest12,12164,13154358480
C,250,2,mohriKShortest12,6331,6723581184
C,250,256,mohriKShortest12,113270,125263599800
C,250,32,mohriKShortest12,26492,28811580944
C,250,4,mohriKShortest12,6495,7005297840
C,250,64,mohriKShortest12,65606,71510216680
C,250,8,mohriKShortest12,10826,11509801248
C,300,128,mohriKShortest12,120572,135698312824
C,300,16,mohriKShortest12,15133,16828981496
C,300,2,mohriKShortest12,9505,10574342696
C,300,256,mohriKShortest12,221218,250918826616
C,300,32,mohriKShortest12,27783,29070746568
C,300,4,mohriKShortest12,11140,11793077112
C,300,64,mohriKShortest12,55716,61177431368
C,300,8,mohriKShortest12,17053,15963543952
C,350,128,mohriKShortest12,153554,161557610928
C,350,16,mohriKShortest12,40122,44626664224
C,350,2,mohriKShortest12,13454,15069790176
C,350,256,mohriKShortest12,356460,400184959120
C,350,32,mohriKShortest12,69943,78500726696
C,350,4,mohriKShortest12,12594,14275033664
C,350,64,mohriKShortest12,103456,117927945832
C,350,8,mohriKShortest12,16230,18382958904
C,400,128,mohriKShortest12,202051,237166590592
C,400,16,mohriKShortest12,28591,32673832784
C,400,2,mohriKShortest12,17101,19666355984
C,400,256,mohriKShortest12,254200,303071487656
C,400,32,mohriKShortest12,56547,64962301128
C,400,4,mohriKShortest12,18043,21024955320
C,400,64,mohriKShortest12,83504,96624318592
C,400,8,mohriKShortest12,26673,30716663768
C,50,128,mohriKShortest12,3816,3803730296
C,50,16,mohriKShortest12,668,646103128
C,50,2,mohriKShortest12,301,281631472
C,50,256,mohriKShortest12,3097,3075630448
C,50,32,mohriKShortest12,2113,2099826592
C,50,4,mohriKShortest12,638,613808376
C,50,64,mohriKShortest12,2172,2136948200
C,50,8,mohriKShortest12,1040,1019574952
U,100,1,mohriKShortest12,1150,1187155848
U,150,1,mohriKShortest12,2379,2502260248
U,200,1,mohriKShortest12,4179,4466564648
U,250,1,mohriKShortest12,6571,7206069048
U,300,1,mohriKShortest12,9714,10846773448
U,350,1,mohriKShortest12,13647,15514677848
U,400,1,mohriKShortest12,18512,21335782248
U,50,1,mohriKShortest12,389,395251448
