graph type,n,p,algorithm,time,alloc
C,50,1,mohri,0.024875,0.04852
C,100,1,mohri,0.2285,0.40302
C,150,1,mohri,0.87925,1.26779
C,200,1,mohri,2.131125,2.87446
C,250,1,mohri,3.89,5.34821
C,300,1,mohri,6.149125,8.29991
C,350,1,mohri,10.5055,14.21867
C,400,1,mohri,12.925875,17.89577
