graph type,n,p,algorithm,time,alloc
B,50,1,mohri,0.03775,0.07736
B,100,1,mohri,0.365875,0.66780
B,150,1,mohri,2.492375,3.79107
B,200,1,mohri,7.141875,10.48178
B,250,1,mohri,16.108625,22.98228
B,300,1,mohri,24.139,33.21042
B,350,1,mohri,49.04825,66.60752
B,400,1,mohri,60.737875,83.03996
